mean_velocity,max_velocity,min_velocity,std_velocity,range_velocity,total_energy,rms_velocity,zero_crossing_rate,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.497695971564804e-12,1.956110515446874e-09,-2.019896736207641e-09,1.8506102675273075e-10,3.976007251654515e-09,6.850421945747097e-16,1.8507325503360955e-10,20,0
-2.0132665509865886e-12,1.609463110194506e-09,-1.574234877572998e-09,1.1592303109701321e-10,3.183697987767504e-09,2.6883060946923487e-16,1.1593761457551963e-10,14,0
-4.114819590147578e-12,1.96450613803891e-08,-2.022016366031452e-08,3.4824759959734884e-09,3.986522504070362e-08,2.425409922463647e-13,3.4823913640368216e-09,6707,0
-9.126255060478718e-13,4.353474872150482e-09,-4.952667371547876e-09,7.421364699331254e-10,9.306142243698357e-09,1.1014796691257171e-14,7.421184774433652e-10,3056,0
4.349345706132872e-13,1.960642184865362e-09,-2.012888173945092e-09,1.5333212188434084e-10,3.973530358810454e-09,4.701950646535549e-16,1.533289054049423e-10,340,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.3311322266274436e-13,1.731013434146583e-09,-1.960835806384278e-09,1.295651500921389e-10,3.6918492405308607e-09,3.330420362748969e-16,1.2956231302892087e-10,284,0
-1.6143213165042602e-13,5.984524200200718e-09,-6.075401878887027e-09,1.0192661532608528e-09,1.2059926079087744e-08,2.07770314413725e-14,1.0192406840725233e-09,3546,1
-1.5280522531020243e-13,1.079171678741262e-09,-1.079447584359763e-09,2.2182199887731475e-11,2.158619263101025e-09,9.840974775930466e-18,2.2182171642932604e-11,8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2.7771879932633032e-12,1.4936795563232331e-09,-1.743046256396829e-09,1.257075629335539e-10,3.2367258127200623e-09,3.161862806455296e-16,1.2573509467239637e-10,16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-5.0295552794167254e-14,0.0,-1.005911055883345e-09,7.112865288853233e-12,1.005911055883345e-09,1.0118570523483463e-18,7.112865288856335e-12,2,0
-1.5865173360786854e-13,0.0,-1.060728576288434e-09,1.2953241865080635e-11,1.060728576288434e-09,3.3560651172837463e-18,1.2953889603674539e-11,4,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-1.0034008325672016e-13,1.180436225825718e-09,-1.127042612416569e-09,2.6424890387450504e-11,2.307478838242287e-09,1.3964999727578016e-17,2.6424420265710672e-11,12,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5.3468694818710165e-12,4.496015113669668e-09,-3.4371836854819805e-09,2.642961313714534e-10,7.93319879915165e-09,1.3975508289791511e-15,2.6434360489513937e-10,83,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5.977000288838769e-13,1.2904378642551802e-09,-1.31865375655412e-09,4.7641998674159165e-11,2.6090916208093e-09,4.5400075899825495e-17,4.764455682437685e-11,16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-1.0254714733569038e-12,1.051783244803703e-09,-1.306286192131383e-09,3.870452065389101e-11,2.358069436935086e-09,2.998033217585757e-17,3.871713585472043e-11,32,0
-7.346714075404592e-14,1.025645329628746e-09,-1.104062716542498e-09,2.4787818962487896e-11,2.1297080461712443e-09,1.2288212890797888e-17,2.478730813420236e-11,8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.481340967133767e-12,1.450032690331688e-09,-1.4430938543285251e-09,9.000399743020406e-11,2.893126544660213e-09,1.6212943140864997e-16,9.003594599065697e-11,28,0
1.5868461745062934e-13,1.102019593277546e-09,0.0,1.2961871874195158e-11,1.102019593277546e-09,3.3605380556946837e-18,1.296251915272391e-11,4,0
-2.20892627191404e-13,1.6167655776021061e-09,-1.851650220282762e-09,8.910551654323868e-11,3.468415797884868e-09,1.5878889764661918e-16,8.910356268034943e-11,16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.1770315225531147e-12,4.36930083796274e-09,-4.71133326442298e-09,8.220320376161866e-10,9.08063410238572e-09,1.351415246999615e-14,8.220143693998344e-10,4239,1
-2.5818185053939025e-12,1.4887479586254602e-09,-1.441447371386925e-09,1.1201186530622399e-10,2.930195330012385e-09,2.5105392846553724e-16,1.1203881659173691e-10,50,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1.3876768512662514e-12,1.250858920061845e-09,0.0,3.9304898967042824e-11,1.250858920061845e-09,3.093446972195225e-17,3.9328405588043006e-11,12,0
-1.8283690320024732e-13,1.298168091211453e-09,-1.332410127889193e-09,5.1286003294201956e-11,2.630578219100646e-09,5.2603121010429635e-17,5.1285047046107715e-11,12,0
-1.4610689675333829e-12,1.301976168811768e-09,-1.32599375231615e-09,5.934423110910782e-11,2.6279699211279183e-09,7.047392803137627e-17,5.936073114078711e-11,10,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-1.9266697771488906e-12,1.354065503980979e-09,-1.3690423965868741e-09,9.031068897630676e-11,2.723107900567853e-09,1.6318649597555952e-16,9.032898094619454e-11,26,0
1.5645241349633653e-12,1.595958188918282e-09,-1.9729466761578792e-09,1.337278056803364e-10,3.5689048650761614e-09,3.5769359183126397e-16,1.3373361429185707e-10,24,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0871118248205558e-12,1.314048775930987e-09,-1.3602085694738e-09,6.616140686956614e-11,2.6742573454047873e-09,8.756589408983411e-17,6.616868371436526e-11,20,0
5.1074353602687203e-14,1.021487072053744e-09,0.0,7.223004355438272e-12,1.021487072053744e-09,1.0434358383729309e-18,7.223004355435939e-12,2,0
-2.4720210266863743e-13,2.721524824977294e-09,-2.571714623949681e-09,2.6268552307997475e-10,5.2932394489269756e-09,1.38000589920916e-15,2.626790721783104e-10,71,0
1.4906821158380505e-12,1.652386896021166e-09,-1.8336090930025501e-09,1.3924072197867137e-10,3.4859959890237162e-09,3.8778462782771345e-16,1.392452203538264e-10,68,0
-4.2580219316278206e-13,1.243857220986923e-09,-1.2487983186526351e-09,8.730992473601439e-11,2.492655539639558e-09,1.1184765315612652e-16,8.730798782293679e-11,114,0
-5.292572848676922e-12,3.5942890015512905e-09,-3.432568648744853e-09,6.675950656668516e-10,7.026857650296143e-09,8.913777977429345e-15,6.675993550562098e-10,3646,1
-2.2877545122799477e-12,1.491848593588809e-09,-1.47114162043521e-09,8.222491020276022e-11,2.9629902140240193e-09,1.3531663263527627e-16,8.225467544014634e-11,134,0
-1.0390259819338691e-13,1.022056846973471e-09,-1.051552138829136e-09,1.4575971838422585e-11,2.073608985802607e-09,4.249182556727222e-18,1.4575977766049216e-11,6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2.261713066366076e-12,2.263603420675956e-09,-1.7955817153794141e-09,1.175469499345442e-10,4.05918513605537e-09,2.7643419841248435e-16,1.1756576848991468e-10,36,0
-4.657373509063735e-13,1.600324759958126e-09,-1.524863760925331e-09,1.3263281015862914e-10,3.125188520883457e-09,3.518159933747505e-16,1.3263031202835015e-10,52,0
-2.3059114142305776e-11,1.5071327772735153e-08,-1.707914766576559e-08,1.4594585211738601e-09,3.215047543850075e-08,4.2608887936266305e-14,1.459604191831921e-09,317,0
-1.021375236811362e-11,2.178672047939403e-09,-3.424791434214151e-09,2.566451275551159e-10,5.603463482153555e-09,1.3193549779825134e-15,2.5684187528346243e-10,146,0
1.5534939061713526e-13,1.080797059832203e-09,-1.1006823845459791e-09,1.9562785428912603e-11,2.1814794443781824e-09,7.654151440834642e-18,1.9562913178811894e-11,6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-4.929662862062604e-13,1.2100589221080751e-08,-1.19514021136283e-08,7.042716410772183e-10,2.405199133470905e-08,9.919479750271169e-15,7.042542065998318e-10,174,0
8.331065524480058e-13,1.229859135081667e-09,-1.114545185112092e-09,3.419964079913137e-11,2.3444043201937593e-09,2.3405020330915706e-17,3.4208931824098e-11,8,0
-1.2370960947148426e-12,1.163108604971712e-09,-1.182470865800965e-09,5.44130967790006e-11,2.3455794707726773e-09,5.924334937147275e-17,5.4425797822114076e-11,8,0
-2.1247979500531396e-13,1.1389959153894941e-09,-1.165290263411336e-09,1.8867309799934614e-11,2.30428617880083e-09,7.120054559619025e-18,1.8868034555325343e-11,6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-5.910275726603463e-13,1.461149587168564e-09,-1.256385892331449e-09,4.794758616526544e-11,2.717535479500013e-09,4.5984107682307145e-17,4.795003007418616e-11,8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4.289746006443892e-12,1.485081413286936e-09,-1.34235820782761e-09,1.1313471086007264e-10,2.827439621114546e-09,2.5634449498111454e-16,1.1321318275296269e-10,32,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8.141787276343517e-13,1.221340084690952e-09,-1.172311462112391e-09,4.934690368868322e-11,2.3936515468033427e-09,4.871316069634451e-17,4.9352386313300244e-11,12,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-7.952281120464206e-13,5.786389129960741e-09,-6.07097399920028e-09,1.1450519828450958e-09,1.1857363129161021e-08,2.6221582372052993e-14,1.1450236323336954e-09,5559,1
-4.060938119981452e-13,1.823044146577982e-09,-1.604416456235944e-09,1.18344530195954e-10,3.427460602813926e-09,2.800978493622801e-16,1.1834226830728743e-10,242,0
-5.277002907413919e-12,8.085253870746848e-09,-7.080330758150531e-09,3.978398255820992e-10,1.5165584628897378e-08,3.1659291950516518e-15,3.978648762489378e-10,61,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-4.484255679568966e-12,1.646905965894101e-09,-1.6478034407968891e-09,1.7045394253746878e-10,3.2947094066909903e-09,5.81464046964853e-16,1.7050865769292375e-10,54,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-4.669825455792239e-13,1.384243818971809e-09,-1.320057184424452e-09,1.2834606004199601e-10,2.704301003396261e-09,3.2944211130870935e-16,1.2834370091841464e-10,30,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2.287812002272876e-12,1.476055801847291e-09,-1.528439914594756e-09,9.455548618674422e-11,3.004495716442047e-09,1.789105402955874e-16,9.458079622618626e-11,12,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3.861768295052052e-12,4.081026507107102e-09,-4.14834373208598e-09,7.559388030766477e-10,8.229370239193082e-09,1.142859630155095e-14,7.559297686144842e-10,3593,1
4.542338154273166e-13,1.356839650656004e-09,-1.2937423975018691e-09,5.531769528493784e-11,2.650582048157873e-09,6.120201475255364e-17,5.5318177280417346e-11,56,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-1.0139467549349674e-13,0.0,-1.02511395476399e-09,1.013982902942304e-11,1.02511395476399e-09,2.0564254563903447e-18,1.014008248583399e-11,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-4.123509295386529e-12,3.732456894920951e-09,-2.985436580902423e-09,1.7197305645359003e-10,6.7178934758233745e-09,5.91805134765704e-16,1.720181872311332e-10,34,0
1.7642073175200767e-13,1.376889118104224e-09,-1.3531179323820881e-09,7.772028936832158e-11,2.730007050486312e-09,1.208034496320025e-16,7.771854657416159e-11,10,0
4.2932567667157675e-13,1.729846891854925e-09,-1.723358494724306e-09,1.5138250062559995e-10,3.453205386579231e-09,4.583139996625962e-16,1.5137932482056396e-10,20,0
-5.090638123266855e-14,0.0,-1.018127624653371e-09,7.199249475058966e-12,1.018127624653371e-09,1.0365838600823153e-18,7.199249475057505e-12,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.968242228631382e-12,1.546898171543908e-09,-1.416134193494585e-09,9.602053687616032e-11,2.9630323650384928e-09,1.8456585933480654e-16,9.606400453208437e-11,46,0
-5.760706884342598e-14,1.284645315768386e-09,-1.315660590571886e-09,4.261630136860181e-11,2.600305906340272e-09,3.632123306917242e-17,4.2615274884231605e-11,30,0
-4.905672463937791e-13,2.535915387677824e-09,-2.080520889118464e-09,1.5917579748246308e-10,4.616436276796288e-09,5.067181662735542e-16,1.5917257399966148e-10,42,0
3.162901490119167e-13,1.136537780886803e-09,-1.090007847192374e-09,3.3780171108121043e-11,2.226545628079177e-09,2.2822858891094478e-17,3.37808073401854e-11,14,0
-4.562149460911821e-12,1.889660860659796e-09,-1.824744656000152e-09,1.3217157112826172e-10,3.714405516659948e-09,2.924176283751106e-16,1.3224633305376336e-10,14,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0450306563602202e-12,1.198421968398842e-09,-1.087666321510042e-09,4.250731681942375e-11,2.286088289908884e-09,3.6157474573214464e-17,4.25190983989633e-11,14,0
2.126171726757438e-13,1.515496901531831e-09,-1.496061151245595e-09,9.294375228496832e-11,3.011558052777426e-09,1.7276308735627756e-16,9.294167185828905e-11,22,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3.181529558666379e-13,1.111834168049714e-09,-1.073924570892522e-09,2.3556488120103002e-11,2.185758738942236e-09,1.1099632168984793e-17,2.355804763661963e-11,8,0
-1.11265334247083e-12,2.626766705649246e-09,-2.594095219237948e-09,2.3786564246701855e-10,5.220861924887194e-09,1.1315694572101958e-15,2.378622981065091e-10,22,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0985491595533746e-12,1.169121359017124e-09,0.0,3.4747000033278274e-11,1.169121359017124e-09,2.4170009077359075e-17,3.4763493119477417e-11,6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2.7000829255139684e-14,1.300348737202237e-09,-1.184846549160679e-09,4.662657135685901e-11,2.485195286362916e-09,4.347858367369438e-17,4.6625413496125897e-11,6,0
3.1007150741602535e-13,1.241875236150035e-09,-1.167125194751733e-09,4.439719920458303e-11,2.4090004309017682e-09,3.942217771972781e-17,4.4397172049426645e-11,18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5.282611192549904e-13,1.238279610202931e-09,-1.111135772654254e-09,3.846086156871342e-11,2.349415382857185e-09,2.958885941048253e-17,3.8463527796135997e-11,14,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.798255252215858e-12,6.845069360715871e-09,-5.9402417558143384e-09,1.0102624053570048e-09,1.2785311116530209e-08,2.0411738528066545e-14,1.0102410239162372e-09,3813,1
-2.6334003839822948e-12,2.150461180771722e-09,-2.137411295123118e-09,1.8768041086309696e-10,4.28787247589484e-09,7.045822044491056e-16,1.8769419336371404e-10,22,0
7.013657395411e-13,1.332789055238157e-09,-1.350771463765029e-09,5.792469369456277e-11,2.6835605190031858e-09,6.711188580002965e-17,5.7927491659845606e-11,72,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.22269723551365e-13,1.314230650910975e-09,-1.028495295958674e-09,4.766155882646746e-11,2.342725946869649e-09,4.5432289326701344e-17,4.766145682136738e-11,8,0
-1.6523836139015644e-12,1.771283151899453e-09,-1.910747219218507e-09,1.1639575655340117e-10,3.68203037111796e-09,2.71000502332917e-16,1.1640457515340989e-10,64,0
-1.484765099308765e-12,1.5274776170688902e-09,-1.380623482836513e-09,8.782875454962428e-11,2.908101099905403e-09,1.543141791728194e-16,8.783910836660952e-11,14,0
1.2553019969228286e-12,1.329991280867632e-09,-1.204266274577267e-09,4.7595023344129273e-11,2.534257555444899e-09,4.533497531837428e-17,4.7610385063751734e-11,16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.029166330389977e-14,1.273367313963004e-09,-1.315280445803673e-09,4.319960670271755e-11,2.5886477597666773e-09,3.7322262414370666e-17,4.319853146483724e-11,10,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5.192283626490119e-13,1.318786881817808e-09,-1.270740390304054e-09,5.573932077549201e-11,2.589527272121862e-09,6.213972270023026e-17,5.574034566641575e-11,12,0
-2.1653817809215879e-13,1.7704434429717e-09,-2.116771574962819e-09,1.7739258028296557e-10,3.887215017934519e-09,6.293320204367444e-16,1.7738827757728868e-10,18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-9.780621659981417e-12,1.3094806669156282e-08,-1.3382889696735192e-08,1.000007306865435e-09,2.6477696365891475e-08,1.4048549119376137e-14,1.0000195442059417e-09,125,0
2.47061191657061e-12,5.189611219554626e-09,-4.8540657640577065e-09,7.766454488889739e-10,1.0043676983612333e-08,1.2063081965910236e-14,7.766299622700066e-10,2812,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-1.4348567263734382e-12,1.3651766804756402e-09,-1.422710487336946e-09,8.126941336614651e-11,2.787887167812586e-09,1.3212892253632927e-16,8.128004753207556e-11,14,0
-3.3205998497779466e-12,1.7547096616165921e-09,-1.76724664605064e-09,2.2534961283119105e-10,3.5219563076672324e-09,1.0158187052824475e-15,2.2536844336357825e-10,42,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.728318841637973e-12,1.496678177204848e-09,-1.488427749343229e-09,1.1833927404512387e-10,2.985105926548077e-09,2.802185459208785e-16,1.183677629088424e-10,32,0
-1.7145583710268803e-13,1.284713026058856e-09,-1.264694460274399e-09,4.8146143884156645e-11,2.549407486333255e-09,4.6359293309178857e-17,4.814524551250043e-11,10,0
3.7409164726378036e-13,1.088371298109883e-09,-1.078470132828571e-09,3.0710704666979964e-11,2.166841430938454e-09,1.8864803366698813e-17,3.071221529513852e-11,8,0
-4.0656214851314135e-13,1.305397330416392e-09,-1.204973526924612e-09,6.539435063864336e-11,2.510370857341004e-09,8.552745134341233e-17,6.539397959423035e-11,16,0
1.130039920958473e-12,1.315931365591801e-09,-1.424056160948242e-09,7.960881456443915e-11,2.739987526540043e-09,1.1639378772071003e-16,7.961466711463412e-11,12,0
-2.4297188969910545e-13,1.145000059588663e-09,-1.14072013886556e-09,3.274642975128882e-11,2.285720198454223e-09,2.144668160724114e-17,3.2746512491593005e-11,16,0
1.590274855519003e-12,1.264317458456413e-09,-1.130858392249123e-09,7.68185529165512e-11,2.395175850705536e-09,1.1806647983610486e-16,7.683309177564862e-11,52,0
2.536680083474319e-12,1.279455181789949e-09,-1.2165898219036671e-09,8.247470043952054e-11,2.496045003693616e-09,1.3616341709243472e-16,8.251164072191109e-11,46,0
-9.375282436792083e-13,1.260426285309158e-09,-1.2325125620404171e-09,4.9958653050830455e-11,2.492938847349575e-09,4.9932423610238586e-17,4.996620038097683e-11,10,0
-5.4448254509732587e-14,1.545427866358555e-09,-1.55043697039584e-09,8.448336189380037e-11,3.095864836754395e-09,1.4274169059138971e-16,8.448126732932861e-11,26,0
-4.6862043645296585e-12,1.955440865793948e-09,-1.996372598995022e-09,1.594003176828264e-10,3.95181346478897e-09,5.085830273135666e-16,1.5946520424744182e-10,40,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-5.74595380915577e-14,5.8295458480345245e-09,-5.821148654359698e-09,1.2910238782828134e-09,1.1650694502394223e-08,3.3333186409313345e-14,1.2909916035612576e-09,6109,1
-2.6940231306622452e-12,2.111407512072427e-09,-2.254359620270699e-09,3.404773963464338e-10,4.365767132343126e-09,2.318526378813349e-15,3.4047954261697934e-10,658,0
4.936832154725856e-13,1.169255772785926e-09,-1.2142309109060841e-09,6.358288012357862e-11,2.3834866836920103e-09,8.085648457592324e-17,6.358320712889655e-11,20,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3.0798460381265815e-13,1.068636831106271e-09,-1.02364563394742e-09,2.05195703805491e-11,2.092282465053691e-09,8.42253140959571e-18,2.0521368630765967e-11,6,0
7.549606590044491e-13,1.142334320524486e-09,-1.08166882312645e-09,3.3838370778215914e-11,2.2240031436509363e-09,2.291096101507902e-17,3.3845945854030304e-11,6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-9.893508696819267e-14,1.218810088931501e-09,-1.1778814066862102e-09,1.9816731142990178e-11,2.3966914956177113e-09,7.853859724071013e-18,1.9816482690012138e-11,8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.536639256660604e-12,1.624954877828708e-09,-1.818932322539539e-09,1.5597086692024262e-10,3.4438872003682473e-09,4.867640559904173e-16,1.5600706009511514e-10,20,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.785508007708376e-12,1.759736997882828e-09,-1.55145091915957e-09,1.1199547082644777e-10,3.311187917042398e-09,2.511337681448223e-16,1.1205663035823055e-10,18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-4.0236532857826717e-13,1.179598915973543e-09,-1.3584959856169541e-09,4.217937812832136e-11,2.538094901590497e-09,3.558345764306081e-17,4.218024279390815e-11,48,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.4698342733764814e-13,1.534826280051357e-09,-1.471281194366972e-09,9.413623682023348e-11,3.006107474418329e-09,1.7722498003867015e-16,9.413420739525832e-11,16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
9.578848456536893e-12,4.8265496637431126e-08,-4.770765290891665e-08,2.1983393725403415e-09,9.597314954634778e-08,9.665092232790539e-14,2.1983052828020202e-09,66,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3.1686869918363806e-13,1.200696919996282e-09,-1.208879308230585e-09,3.499076997741507e-11,2.409576228226867e-09,2.1246732665016066e-17,3.4991196516152436e-11,14,0
